Unit_Price,Total_Price,Discount,Quantity,Customer_Type,Cluster
4.74,47.4,0.0,10.0,B2C,2
0.86,1.7199999999999989,0.0,2.0,B2C,0
1.2,56.16,0.1,52.0,B2B,3
0.45999999999999996,5.519999999999996,0.0,12.0,B2C,0
2.13,132.27,0.1,69.0,B2B,1
1.69,10.14,0.0,6.0,B2C,0
0.79,67.15,0.15,100.0,B2B,1
0.99,8.91,0.0,9.0,B2C,0
1.01,31.66,0.05,33.0,B2B,3
0.99,1.8800000000000026,0.05,2.0,B2B,3
2.38,9.52,0.0,4.0,B2C,0
2.14,119.41,0.1,62.0,B2B,1
1.22,27.82,0.05,24.0,B2B,3
3.11,40.43,0.0,13.0,B2C,2
1.14,10.259999999999998,0.0,9.0,B2C,0
1.51,100.57,0.1,74.0,B2B,1
3.02,9.060000000000002,0.0,3.0,B2C,2
0.6000000000000001,17.28,0.1,32.0,B2B,3
0.94,15.18,0.15,19.0,B2B,3
0.55,4.950000000000003,0.0,9.0,B2C,0
0.96,13.439999999999998,0.0,14.0,B2C,0
1.59,1.5900000000000034,0.0,1.0,B2C,0
0.75,35.62,0.05,50.0,B2B,3
1.29,81.26999999999998,0.1,70.0,B2B,1
1.92,20.06,0.05,11.0,B2B,3
1.38,61.62,0.05,47.0,B2B,3
2.11,18.99,0.0,9.0,B2C,0
0.56,5.039999999999999,0.0,9.0,B2C,0
1.54,123.35,0.1,89.0,B2B,1
1.08,8.64,0.0,8.0,B2C,0
1.46,7.300000000000001,0.0,5.0,B2C,0
0.96,12.48,0.0,13.0,B2C,0
0.93,13.02,0.0,14.0,B2C,0
1.59,14.310000000000002,0.0,9.0,B2C,0
0.97,23.04,0.05,25.0,B2B,3
1.23,15.990000000000002,0.0,13.0,B2C,0
0.5899999999999999,1.1799999999999997,0.0,2.0,B2C,0
1.33,17.29,0.0,13.0,B2C,0
3.04,125.86,0.1,46.0,B2B,1
4.22,8.439999999999998,0.0,2.0,B2C,2
2.93,38.09,0.0,13.0,B2C,2
2.21,22.1,0.0,10.0,B2C,0
0.93,38.87,0.05,44.0,B2B,3
1.33,13.3,0.0,10.0,B2C,0
0.5800000000000001,2.8999999999999986,0.0,5.0,B2C,0
1.27,7.620000000000001,0.0,6.0,B2C,0
1.64,14.759999999999998,0.0,9.0,B2C,0
1.59,9.54,0.0,6.0,B2C,0
0.56,2.799999999999997,0.0,5.0,B2C,0
0.89,4.450000000000003,0.0,5.0,B2C,0
2.34,25.74,0.0,11.0,B2C,0
1.54,102.41,0.05,70.0,B2B,1
1.37,6.850000000000001,0.0,5.0,B2C,0
3.11,12.439999999999998,0.0,4.0,B2C,2
3.21,16.05,0.0,5.0,B2C,2
0.93,7.440000000000001,0.0,8.0,B2C,0
0.86,60.37,0.1,78.0,B2B,1
2.35,73.67,0.05,33.0,B2B,3
0.53,1.0600000000000023,0.0,2.0,B2C,0
1.59,9.54,0.0,6.0,B2C,0
1.8,1.7999999999999972,0.0,1.0,B2C,0
1.98,106.03,0.15,63.0,B2B,1
0.8,24.48,0.1,34.0,B2B,3
0.78,64.58,0.1,92.0,B2B,1
3.02,30.2,0.0,10.0,B2C,2
0.45999999999999996,1.3800000000000026,0.0,3.0,B2C,0
1.23,15.990000000000002,0.0,13.0,B2C,0
3.21,48.15,0.0,15.0,B2C,2
2.35,25.85,0.0,11.0,B2C,0
0.86,5.850000000000001,0.15,8.0,B2B,3
0.56,6.159999999999997,0.0,11.0,B2C,0
0.96,12.48,0.0,13.0,B2C,0
1.94,27.16,0.0,14.0,B2C,0
2.93,35.16,0.0,12.0,B2C,2
1.23,13.530000000000001,0.0,11.0,B2C,0
1.61,3.219999999999999,0.0,2.0,B2C,0
1.92,7.68,0.0,4.0,B2C,0
3.21,28.89,0.0,9.0,B2C,2
3.23,32.3,0.0,10.0,B2C,2
0.93,6.509999999999998,0.0,7.0,B2C,0
3.43,34.3,0.0,10.0,B2C,2
2.12,91.58000000000001,0.1,48.0,B2B,1
0.93,13.95,0.0,15.0,B2C,0
2.25,147.26,0.15,77.0,B2B,1
0.91,0.9099999999999966,0.0,1.0,B2C,0
1.2,9.600000000000001,0.0,8.0,B2C,0
0.76,17.78,0.1,26.0,B2B,3
0.86,12.04,0.0,14.0,B2C,0
2.38,9.52,0.0,4.0,B2C,0
1.59,131.1,0.15,97.0,B2B,1
1.66,13.280000000000001,0.0,8.0,B2C,0
0.55,39.11,0.1,79.0,B2B,1
2.22,8.880000000000003,0.0,4.0,B2C,0
3.48,89.26,0.05,27.0,B2B,2
1.31,111.35,0.15,100.0,B2B,1
0.93,4.649999999999999,0.0,5.0,B2C,0
1.4,10.64,0.05,8.0,B2B,3
0.96,9.600000000000001,0.0,10.0,B2C,0
1.46,1.4600000000000009,0.0,1.0,B2C,0
1.04,11.439999999999998,0.0,11.0,B2C,0
3.31,29.79,0.0,9.0,B2C,2
4.32,4.32,0.0,1.0,B2C,2
2.11,114.26,0.05,57.0,B2B,1
1.64,14.759999999999998,0.0,9.0,B2C,0
2.45,29.4,0.0,12.0,B2C,0
3.23,48.45,0.0,15.0,B2C,2
4.88,14.64,0.0,3.0,B2C,2
1.53,19.89,0.0,13.0,B2C,0
0.6299999999999999,0.6300000000000026,0.0,1.0,B2C,0
1.98,65.83,0.05,35.0,B2B,3
1.11,71.71,0.05,68.0,B2B,1
1.58,18.96,0.0,12.0,B2C,0
0.93,1.8599999999999994,0.0,2.0,B2C,0
0.85,58.14,0.05,72.0,B2B,1
1.57,89.02000000000001,0.1,63.0,B2B,1
1.0,81.6,0.15,96.0,B2B,1
1.41,2.8200000000000003,0.0,2.0,B2C,0
3.21,16.05,0.0,5.0,B2C,2
0.56,4.480000000000004,0.0,8.0,B2C,0
0.8,47.88,0.05,63.0,B2B,3
2.31,27.72,0.0,12.0,B2C,0
2.29,12.369999999999997,0.1,6.0,B2B,3
0.56,8.399999999999999,0.0,15.0,B2C,0
3.21,35.31,0.0,11.0,B2C,2
0.94,53.3,0.1,63.0,B2B,1
0.6299999999999999,9.45,0.0,15.0,B2C,0
0.76,14.36,0.1,21.0,B2B,3
2.35,32.9,0.0,14.0,B2C,0
2.31,27.72,0.0,12.0,B2C,0
1.46,10.219999999999999,0.0,7.0,B2C,0
0.95,64.98,0.05,72.0,B2B,1
3.21,44.94,0.0,14.0,B2C,2
2.31,20.79,0.0,9.0,B2C,0
1.2,4.799999999999997,0.0,4.0,B2C,0
0.55,6.600000000000001,0.0,12.0,B2C,0
1.19,83.54,0.1,78.0,B2B,1
0.6200000000000001,8.060000000000002,0.0,13.0,B2C,0
2.31,6.93,0.0,3.0,B2C,0
3.31,125.78,0.05,40.0,B2B,1
1.66,9.96,0.0,6.0,B2C,0
1.03,24.46,0.05,25.0,B2B,3
1.39,35.65,0.05,27.0,B2B,3
1.64,74.78,0.05,48.0,B2B,1
0.5899999999999999,19.06,0.05,34.0,B2B,3
1.69,59.4,0.05,37.0,B2B,3
0.91,11.829999999999998,0.0,13.0,B2C,0
0.5800000000000001,9.399999999999999,0.1,18.0,B2B,3
1.49,79.27,0.05,56.0,B2B,1
3.21,48.15,0.0,15.0,B2C,2
1.18,55.22,0.1,52.0,B2B,3
2.28,29.64,0.0,13.0,B2C,0
2.95,50.44,0.05,18.0,B2B,2
0.72,3.4200000000000017,0.05,5.0,B2B,3
3.02,15.100000000000001,0.0,5.0,B2C,2
0.89,8.899999999999999,0.0,10.0,B2C,0
4.35,21.75,0.0,5.0,B2C,2
1.66,9.96,0.0,6.0,B2C,0
1.55,53.01,0.05,36.0,B2B,3
0.91,1.8200000000000003,0.0,2.0,B2C,0
1.71,13.68,0.0,8.0,B2C,0
0.91,6.369999999999997,0.0,7.0,B2C,0
0.5699999999999998,6.84,0.0,12.0,B2C,0
0.6299999999999999,3.1499999999999986,0.0,5.0,B2C,0
1.33,15.96,0.0,12.0,B2C,0
1.82,162.15999999999997,0.1,99.0,B2B,1
1.24,95.91,0.15,91.0,B2B,1
2.03,136.92,0.05,71.0,B2B,1
0.47,7.050000000000001,0.0,15.0,B2C,0
2.02,21.11,0.05,11.0,B2B,3
0.53,1.0600000000000023,0.0,2.0,B2C,0
1.31,18.34,0.0,14.0,B2C,0
0.88,7.52,0.05,9.0,B2B,3
1.75,19.25,0.0,11.0,B2C,0
2.56,96.77,0.1,42.0,B2B,1
2.08,53.35,0.05,27.0,B2B,3
2.99,150.55,0.05,53.0,B2B,1
1.85,48.75,0.15,31.0,B2B,3
0.49,6.859999999999999,0.0,14.0,B2C,0
1.58,22.12,0.0,14.0,B2C,0
1.16,2.3200000000000003,0.0,2.0,B2C,0
1.03,65.82,0.1,71.0,B2B,1
1.8,16.2,0.0,9.0,B2C,0
2.93,11.719999999999999,0.0,4.0,B2C,2
3.43,10.29,0.0,3.0,B2C,2
1.99,27.86,0.0,14.0,B2C,0
1.46,4.380000000000003,0.0,3.0,B2C,0
3.12,3.1199999999999974,0.0,1.0,B2C,2
2.93,43.95,0.0,15.0,B2C,2
3.21,38.52,0.0,12.0,B2C,2
1.14,53.07,0.05,49.0,B2B,3
1.64,16.4,0.0,10.0,B2C,0
2.26,6.780000000000001,0.0,3.0,B2C,0
1.69,16.9,0.0,10.0,B2C,0
0.91,3.6400000000000006,0.0,4.0,B2C,0
2.31,11.55,0.0,5.0,B2C,0
1.94,21.34,0.0,11.0,B2C,0
0.99,0.990000000000002,0.0,1.0,B2C,0
2.0,32.3,0.15,19.0,B2B,3
1.72,156.86,0.05,96.0,B2B,1
0.72,52.49,0.1,81.0,B2B,1
4.35,47.85,0.0,11.0,B2C,2
1.73,100.25,0.05,61.0,B2B,1
0.95,1.7999999999999972,0.05,2.0,B2B,3
0.83,52.04,0.05,66.0,B2B,3
0.98,62.62,0.1,71.0,B2B,1
1.45,46.83,0.05,34.0,B2B,3
2.02,114.53,0.1,63.0,B2B,1
1.17,44.23,0.1,42.0,B2B,3
0.6299999999999999,0.6300000000000026,0.0,1.0,B2C,0
0.89,1.7800000000000011,0.0,2.0,B2C,0
1.98,67.72,0.1,38.0,B2B,1
3.33,43.29,0.0,13.0,B2C,2
1.64,1.6400000000000006,0.0,1.0,B2C,0
1.19,102.82,0.1,96.0,B2B,1
2.28,2.280000000000001,0.0,1.0,B2C,0
1.21,18.15,0.0,15.0,B2C,0
3.12,15.600000000000001,0.0,5.0,B2C,2
1.3,64.35,0.1,55.0,B2B,1
0.5699999999999998,5.960000000000001,0.05,11.0,B2B,3
1.54,9.240000000000002,0.0,6.0,B2C,0
1.99,3.979999999999997,0.0,2.0,B2C,0
2.07,121.41,0.15,69.0,B2B,1
3.21,28.89,0.0,9.0,B2C,2
1.25,43.94,0.05,37.0,B2B,3
1.07,81.86,0.1,85.0,B2B,1
0.99,9.899999999999999,0.0,10.0,B2C,0
0.5800000000000001,8.7,0.0,15.0,B2C,0
3.07,13.82,0.1,5.0,B2B,3
2.31,9.240000000000002,0.0,4.0,B2C,0
0.5800000000000001,8.119999999999997,0.0,14.0,B2C,0
3.43,34.3,0.0,10.0,B2C,2
0.93,6.509999999999998,0.0,7.0,B2C,0
0.45999999999999996,2.299999999999997,0.0,5.0,B2C,0
1.92,15.36,0.0,8.0,B2C,0
1.08,12.96,0.0,12.0,B2C,0
3.31,46.34,0.0,14.0,B2C,2
1.75,19.25,0.0,11.0,B2C,0
0.79,41.95,0.1,59.0,B2B,3
0.53,7.949999999999999,0.0,15.0,B2C,0
1.03,26.42,0.05,27.0,B2B,3
1.2,15.600000000000001,0.0,13.0,B2C,0
1.67,82.66,0.1,55.0,B2B,1
1.46,18.98,0.0,13.0,B2C,0
1.04,61.78,0.1,66.0,B2B,1
0.6600000000000001,43.26,0.05,69.0,B2B,3
0.93,5.579999999999998,0.0,6.0,B2C,0
0.93,1.8599999999999994,0.0,2.0,B2C,0
1.33,5.32,0.0,4.0,B2C,0
0.53,1.5900000000000034,0.0,3.0,B2C,0
1.06,74.41,0.1,78.0,B2B,1
2.45,29.4,0.0,12.0,B2C,0
0.99,12.869999999999997,0.0,13.0,B2C,0
1.46,11.68,0.0,8.0,B2C,0
1.2,58.32,0.1,54.0,B2B,1
1.53,3.0600000000000023,0.0,2.0,B2C,0
0.99,8.91,0.0,9.0,B2C,0
0.84,65.02,0.1,86.0,B2B,1
3.23,9.689999999999998,0.0,3.0,B2C,2
5.03,75.45,0.0,15.0,B2C,2
0.6499999999999999,7.149999999999999,0.0,11.0,B2C,0
2.43,27.7,0.05,12.0,B2B,3
1.94,3.8800000000000026,0.0,2.0,B2C,0
4.07,8.14,0.0,2.0,B2C,2
2.19,13.14,0.0,6.0,B2C,0
1.16,13.920000000000002,0.0,12.0,B2C,0
0.99,1.9799999999999969,0.0,2.0,B2C,0
3.56,35.6,0.0,10.0,B2C,2
2.09,11.91,0.05,6.0,B2B,3
2.22,22.2,0.0,10.0,B2C,0
1.07,2.1400000000000006,0.0,2.0,B2C,0
2.27,13.619999999999997,0.0,6.0,B2C,0
2.38,26.18,0.0,11.0,B2C,0
1.71,8.55,0.0,5.0,B2C,0
0.68,35.53,0.05,55.0,B2B,3
0.6000000000000001,32.4,0.1,60.0,B2B,3
1.54,43.89,0.05,30.0,B2B,3
0.56,2.799999999999997,0.0,5.0,B2C,0
1.59,20.67,0.0,13.0,B2C,0
1.05,10.5,0.0,10.0,B2C,0
1.03,81.58,0.1,88.0,B2B,1
1.32,84.15,0.15,75.0,B2B,1
3.67,40.37,0.0,11.0,B2C,2
3.43,48.02,0.0,14.0,B2C,2
1.71,23.94,0.0,14.0,B2C,0
1.83,159.76,0.1,97.0,B2B,1
0.55,27.69,0.05,53.0,B2B,3
1.39,48.86,0.05,37.0,B2B,3
1.8,21.6,0.0,12.0,B2C,0
1.47,22.34,0.05,16.0,B2B,3
1.14,45.49,0.05,42.0,B2B,3
1.71,8.55,0.0,5.0,B2C,0
1.64,22.96,0.0,14.0,B2C,0
1.64,1.6400000000000006,0.0,1.0,B2C,0
1.23,85.73,0.15,82.0,B2B,1
1.92,7.68,0.0,4.0,B2C,0
1.71,25.65,0.0,15.0,B2C,0
1.61,8.05,0.0,5.0,B2C,0
4.74,71.1,0.0,15.0,B2C,2
1.23,5.840000000000003,0.05,5.0,B2B,3
0.5800000000000001,4.640000000000001,0.0,8.0,B2C,0
1.04,20.75,0.05,21.0,B2B,3
0.86,8.600000000000001,0.0,10.0,B2C,0
1.02,67.93,0.1,74.0,B2B,1
4.99,99.55,0.05,21.0,B2B,2
3.12,43.68,0.0,14.0,B2C,2
1.31,18.34,0.0,14.0,B2C,0
1.11,53.95,0.1,54.0,B2B,3
2.45,26.95,0.0,11.0,B2C,0
1.69,10.14,0.0,6.0,B2C,0
2.3,83.03,0.05,38.0,B2B,1
0.93,7.440000000000001,0.0,8.0,B2C,0
0.84,56.41,0.15,79.0,B2B,1
2.39,113.52,0.05,50.0,B2B,1
4.88,63.44,0.0,13.0,B2C,2
1.58,60.04,0.05,40.0,B2B,3
1.36,1.1599999999999966,0.15,1.0,B2B,3
1.26,33.52,0.05,28.0,B2B,3
2.12,27.559999999999995,0.0,13.0,B2C,0
1.26,6.299999999999997,0.0,5.0,B2C,0
2.5,59.38,0.05,25.0,B2B,3
0.78,57.02,0.15,86.0,B2B,1
0.97,46.08,0.05,50.0,B2B,3
0.53,7.420000000000002,0.0,14.0,B2C,0
1.09,2.1799999999999997,0.0,2.0,B2C,0
0.6400000000000001,3.8400000000000034,0.0,6.0,B2C,0
0.96,7.68,0.0,8.0,B2C,0
0.9,42.93,0.1,53.0,B2B,3
2.83,147.87,0.05,55.0,B2B,1
0.47,5.170000000000002,0.0,11.0,B2C,0
1.38,73.28,0.1,59.0,B2B,1
0.68,18.36,0.1,30.0,B2B,3
1.94,13.579999999999998,0.0,7.0,B2C,0
1.66,8.3,0.0,5.0,B2C,0
1.08,49.25,0.05,48.0,B2B,3
3.12,34.32,0.0,11.0,B2C,2
2.82,133.95,0.05,50.0,B2B,1
0.72,49.9,0.1,77.0,B2B,1
0.76,5.780000000000001,0.05,8.0,B2B,3
1.64,6.560000000000002,0.0,4.0,B2C,0
1.66,6.640000000000001,0.0,4.0,B2C,0
1.33,65.7,0.05,52.0,B2B,3
0.49,3.4299999999999997,0.0,7.0,B2C,0
2.64,76.3,0.15,34.0,B2B,1
1.37,10.96,0.0,8.0,B2C,0
1.45,62.64,0.1,48.0,B2B,1
1.86,27.9,0.0,15.0,B2C,0
1.23,4.920000000000002,0.0,4.0,B2C,0
3.05,87.84,0.1,32.0,B2B,1
3.12,24.96,0.0,8.0,B2C,2
0.99,11.880000000000003,0.0,12.0,B2C,0
1.26,52.67,0.05,44.0,B2B,3
0.96,14.399999999999999,0.0,15.0,B2C,0
3.23,3.229999999999997,0.0,1.0,B2C,2
2.43,109.35,0.1,50.0,B2B,1
2.45,34.3,0.0,14.0,B2C,2
1.38,19.32,0.0,14.0,B2C,0
1.66,4.980000000000004,0.0,3.0,B2C,0
2.3,126.73,0.05,58.0,B2B,1
2.36,49.32,0.05,22.0,B2B,3
1.58,17.38,0.0,11.0,B2C,0
1.88,3.759999999999998,0.0,2.0,B2C,0
0.92,13.11,0.05,15.0,B2B,3
1.05,4.200000000000003,0.0,4.0,B2C,0
0.55,1.6499999999999986,0.0,3.0,B2C,0
1.26,10.079999999999998,0.0,8.0,B2C,0
0.86,12.899999999999999,0.0,15.0,B2C,0
2.04,84.46000000000001,0.1,46.0,B2B,1
0.96,0.9600000000000009,0.0,1.0,B2C,0
1.98,105.14,0.1,59.0,B2B,1
0.55,1.1000000000000014,0.0,2.0,B2C,0
1.71,103.97,0.05,64.0,B2B,1
4.22,37.98,0.0,9.0,B2C,2
0.53,1.5900000000000034,0.0,3.0,B2C,0
1.41,15.509999999999998,0.0,11.0,B2C,0
0.85,4.840000000000003,0.05,6.0,B2B,3
0.54,37.91,0.1,78.0,B2B,1
2.44,112.0,0.1,51.0,B2B,1
3.31,49.65,0.0,15.0,B2C,2
3.43,37.73,0.0,11.0,B2C,2
2.22,31.08,0.0,14.0,B2C,0
0.73,39.42,0.1,60.0,B2B,3
0.41999999999999993,5.980000000000004,0.05,15.0,B2B,3
3.43,6.859999999999999,0.0,2.0,B2C,2
0.47,1.4099999999999966,0.0,3.0,B2C,0
2.11,12.66,0.0,6.0,B2C,0
1.86,28.27,0.05,16.0,B2B,3
0.76,54.04,0.1,79.0,B2B,1
1.75,10.5,0.0,6.0,B2C,0
1.26,13.86,0.0,11.0,B2C,0
1.48,87.91,0.1,66.0,B2B,1
1.24,102.24,0.15,97.0,B2B,1
2.34,23.4,0.0,10.0,B2C,0
0.56,3.3599999999999994,0.0,6.0,B2C,0
0.8,66.96,0.1,93.0,B2B,1
3.12,43.68,0.0,14.0,B2C,2
1.04,7.280000000000001,0.0,7.0,B2C,0
2.8,79.8,0.05,30.0,B2B,2
0.95,62.42,0.1,73.0,B2B,1
0.45999999999999996,4.140000000000001,0.0,9.0,B2C,0
3.56,28.48,0.0,8.0,B2C,2
1.61,14.490000000000002,0.0,9.0,B2C,0
1.17,37.91,0.1,36.0,B2B,3
0.6000000000000001,46.98,0.1,87.0,B2B,1
2.17,153.09,0.15,83.0,B2B,1
2.27,13.619999999999997,0.0,6.0,B2C,0
1.31,2.6199999999999974,0.0,2.0,B2C,0
1.26,65.83,0.05,55.0,B2B,3
0.5899999999999999,4.130000000000003,0.0,7.0,B2C,0
1.08,11.880000000000003,0.0,11.0,B2C,0
3.11,43.54,0.0,14.0,B2C,2
2.26,31.64,0.0,14.0,B2C,0
2.34,35.1,0.0,15.0,B2C,0
1.61,4.829999999999998,0.0,3.0,B2C,0
0.91,47.55,0.05,55.0,B2B,3
0.96,2.8800000000000026,0.0,3.0,B2C,0
1.76,103.22,0.15,69.0,B2B,1
3.12,143.21,0.1,51.0,B2B,1
0.96,7.68,0.0,8.0,B2C,0
0.78,20.01,0.05,27.0,B2B,3
1.14,93.13999999999999,0.05,86.0,B2B,1
1.01,19.19,0.05,20.0,B2B,3
4.22,50.64,0.0,12.0,B2C,2
0.91,25.94,0.05,30.0,B2B,3
1.31,88.35999999999999,0.05,71.0,B2B,1
0.5800000000000001,6.380000000000003,0.0,11.0,B2C,0
0.6099999999999999,0.6099999999999994,0.0,1.0,B2C,0
1.21,33.34,0.05,29.0,B2B,3
1.27,15.240000000000002,0.0,12.0,B2C,0
2.9,13.77,0.05,5.0,B2B,2
1.92,23.04,0.0,12.0,B2C,0
1.54,7.699999999999999,0.0,5.0,B2C,0
1.16,5.799999999999997,0.0,5.0,B2C,0
0.73,31.54,0.1,48.0,B2B,3
1.38,17.94,0.0,13.0,B2C,0
1.41,4.230000000000004,0.0,3.0,B2C,0
1.01,5.049999999999997,0.0,5.0,B2C,0
1.21,107.81,0.1,99.0,B2B,1
0.99,0.990000000000002,0.0,1.0,B2C,0
3.12,3.1199999999999974,0.0,1.0,B2C,2
1.15,58.65,0.15,60.0,B2B,1
1.2,34.2,0.05,30.0,B2B,3
3.56,7.120000000000001,0.0,2.0,B2C,2
0.91,11.600000000000001,0.15,15.0,B2B,3
3.2,91.2,0.05,30.0,B2B,2
0.89,8.009999999999998,0.0,9.0,B2C,0
0.99,5.939999999999998,0.0,6.0,B2C,0
3.59,78.44,0.05,23.0,B2B,2
2.8,138.32,0.05,52.0,B2B,1
0.6099999999999999,45.02,0.1,82.0,B2B,1
1.12,12.32,0.0,11.0,B2C,0
4.22,12.66,0.0,3.0,B2C,2
1.2,10.8,0.0,9.0,B2C,0
3.56,14.240000000000002,0.0,4.0,B2C,2
0.93,0.9299999999999997,0.0,1.0,B2C,0
3.43,37.73,0.0,11.0,B2C,2
2.31,11.55,0.0,5.0,B2C,0
3.11,34.21,0.0,11.0,B2C,2
1.67,6.350000000000001,0.05,4.0,B2B,3
1.53,21.42,0.0,14.0,B2C,0
2.11,102.23000000000002,0.15,57.0,B2B,1
1.07,7.490000000000002,0.0,7.0,B2C,0
5.03,20.12,0.0,4.0,B2C,2
1.1,5.5,0.0,5.0,B2C,0
2.12,36.25,0.05,18.0,B2B,3
1.38,12.420000000000002,0.0,9.0,B2C,0
0.93,2.789999999999999,0.0,3.0,B2C,0
2.28,15.96,0.0,7.0,B2C,0
2.22,19.98,0.0,9.0,B2C,0
3.01,17.16,0.05,6.0,B2B,2
2.05,4.100000000000001,0.0,2.0,B2C,0
1.8,14.399999999999999,0.0,8.0,B2C,0
4.07,20.35,0.0,5.0,B2C,2
2.31,2.3100000000000023,0.0,1.0,B2C,0
1.75,34.91,0.05,21.0,B2B,3
1.69,21.97,0.0,13.0,B2C,0
0.89,24.52,0.05,29.0,B2B,3
2.26,20.34,0.0,9.0,B2C,0
0.74,17.58,0.05,25.0,B2B,3
0.96,2.8800000000000026,0.0,3.0,B2C,0
1.33,6.32,0.05,5.0,B2B,3
1.88,132.16,0.05,74.0,B2B,1
1.23,18.45,0.0,15.0,B2C,0
1.47,100.55,0.1,76.0,B2B,1
2.68,65.12,0.1,27.0,B2B,3
0.5800000000000001,1.1599999999999966,0.0,2.0,B2C,0
1.66,6.640000000000001,0.0,4.0,B2C,0
2.38,33.32,0.0,14.0,B2C,0
1.24,49.48,0.05,42.0,B2B,3
1.61,3.219999999999999,0.0,2.0,B2C,0
0.84,20.75,0.05,26.0,B2B,3
0.3900000000000001,5.189999999999998,0.05,14.0,B2B,3
1.53,18.36,0.0,12.0,B2C,0
0.96,11.52,0.0,12.0,B2C,0
1.24,18.6,0.0,15.0,B2C,0
1.76,42.77,0.1,27.0,B2B,3
0.6400000000000001,7.490000000000002,0.1,13.0,B2B,3
3.31,29.79,0.0,9.0,B2C,2
0.45999999999999996,1.8400000000000034,0.0,4.0,B2C,0
0.53,2.1199999999999974,0.0,4.0,B2C,0
1.18,70.62,0.05,63.0,B2B,1
2.45,19.6,0.0,8.0,B2C,0
1.11,14.990000000000002,0.1,15.0,B2B,3
1.23,4.920000000000002,0.0,4.0,B2C,0
0.96,11.52,0.0,12.0,B2C,0
0.45999999999999996,3.219999999999999,0.0,7.0,B2C,0
1.07,11.77,0.0,11.0,B2C,0
4.01,7.219999999999999,0.1,2.0,B2B,2
2.26,4.519999999999996,0.0,2.0,B2C,0
1.64,21.32,0.0,13.0,B2C,0
1.19,17.85,0.0,15.0,B2C,0
3.12,9.36,0.0,3.0,B2C,2
1.03,27.4,0.05,28.0,B2B,3
0.5899999999999999,7.670000000000002,0.0,13.0,B2C,0
0.93,2.789999999999999,0.0,3.0,B2C,0
0.3500000000000001,9.64,0.05,29.0,B2B,3
1.94,3.8800000000000026,0.0,2.0,B2C,0
0.75,54.86,0.05,77.0,B2B,1
0.6299999999999999,1.8900000000000006,0.0,3.0,B2C,0
0.78,10.369999999999997,0.05,14.0,B2B,3
0.99,13.86,0.0,14.0,B2C,0
0.5899999999999999,0.5900000000000034,0.0,1.0,B2C,0
1.82,139.23,0.1,85.0,B2B,1
1.99,23.88,0.0,12.0,B2C,0
1.29,91.72,0.1,79.0,B2B,1
0.5899999999999999,4.480000000000004,0.05,8.0,B2B,3
1.46,2.9200000000000017,0.0,2.0,B2C,0
0.56,0.5600000000000023,0.0,1.0,B2C,0
1.04,9.36,0.0,9.0,B2C,0
3.11,12.439999999999998,0.0,4.0,B2C,2
1.12,10.079999999999998,0.0,9.0,B2C,0
1.82,1.7299999999999969,0.05,1.0,B2B,3
3.3,150.47999999999996,0.05,48.0,B2B,1
1.47,14.55,0.1,11.0,B2B,3
1.24,28.27,0.05,24.0,B2B,3
2.21,24.31,0.0,11.0,B2C,0
0.96,64.8,0.1,75.0,B2B,1
2.14,115.56,0.1,60.0,B2B,1
2.72,105.94,0.05,41.0,B2B,1
1.86,1.8599999999999994,0.0,1.0,B2C,0
1.58,12.64,0.0,8.0,B2C,0
4.35,60.9,0.0,14.0,B2C,2
1.96,127.01,0.1,72.0,B2B,1
1.05,7.350000000000001,0.0,7.0,B2C,0
0.99,9.899999999999999,0.0,10.0,B2C,0
1.16,16.24,0.0,14.0,B2C,0
0.71,63.9,0.1,100.0,B2B,1
0.6699999999999999,24.72,0.1,41.0,B2B,3
2.21,13.259999999999998,0.0,6.0,B2C,0
2.19,30.66,0.0,14.0,B2C,0
0.96,31.1,0.1,36.0,B2B,3
1.07,1.0700000000000003,0.0,1.0,B2C,0
3.21,48.15,0.0,15.0,B2C,2
1.01,15.149999999999999,0.0,15.0,B2C,0
1.2,13.2,0.0,11.0,B2C,0
3.22,162.28999999999996,0.1,56.0,B2B,1
4.19,25.14,0.0,6.0,B2C,2
3.31,6.619999999999997,0.0,2.0,B2C,2
1.55,70.68,0.05,48.0,B2B,3
0.3799999999999999,9.75,0.05,27.0,B2B,3
3.02,21.14,0.0,7.0,B2C,2
1.0,85.5,0.05,90.0,B2B,1
0.83,11.829999999999998,0.05,15.0,B2B,3
0.93,2.789999999999999,0.0,3.0,B2C,0
1.85,49.21,0.05,28.0,B2B,3
1.24,42.41,0.1,38.0,B2B,3
3.12,28.08,0.0,9.0,B2C,2
3.56,32.04,0.0,9.0,B2C,2
1.8,16.2,0.0,9.0,B2C,0
2.22,17.76,0.0,8.0,B2C,0
1.8,9.0,0.0,5.0,B2C,0
2.34,28.08,0.0,12.0,B2C,0
1.75,12.25,0.0,7.0,B2C,0
2.27,18.16,0.0,8.0,B2C,0
3.56,3.5600000000000023,0.0,1.0,B2C,2
1.59,9.54,0.0,6.0,B2C,0
0.6000000000000001,10.259999999999998,0.05,18.0,B2B,3
1.27,13.969999999999999,0.0,11.0,B2C,0
0.55,2.0900000000000034,0.05,4.0,B2B,3
2.38,30.94,0.0,13.0,B2C,0
0.49,0.490000000000002,0.0,1.0,B2C,0
3.72,167.4,0.1,50.0,B2B,1
1.51,19.63,0.0,13.0,B2C,0
1.46,8.759999999999998,0.0,6.0,B2C,0
